                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.29872,                0.30541,                 1.0943,                0.32305,                0.32413,                0.32538,                0.32286,                0.19254,                0.22063,                0.86955,              0.0011461,              0.0011461,              0.0011461
                    163,                0.28229,                0.29944,                 1.0731,                0.32148,                0.32469,                0.32796,                0.32491,                0.22014,                0.25942,                0.88343,              0.0011443,              0.0011443,              0.0011443
                    164,                0.28605,                0.30244,                 1.0733,                0.32483,                0.32505,                0.32955,                0.32477,                0.23793,                0.30048,                 0.8986,              0.0011425,              0.0011425,              0.0011425
                    165,                0.29338,                0.29248,                 1.1106,                0.32413,                0.32444,                0.32893,                 0.3229,                0.23657,                0.25002,                0.94814,              0.0011408,              0.0011408,              0.0011408
                    166,                0.28835,                0.31464,                 1.0961,                0.32206,                0.32505,                0.32561,                 0.3213,                  0.205,                0.27796,                0.85496,               0.001139,               0.001139,               0.001139
                    167,                0.29479,                0.28794,                 1.0917,                0.32235,                0.32505,                0.32489,                0.32031,                0.24015,                0.26871,                 0.8898,              0.0011372,              0.0011372,              0.0011372
                    168,                0.31338,                0.30753,                 1.1019,                0.32413,                0.32425,                0.32783,                0.32505,                0.25569,                0.27737,                0.88895,              0.0011354,              0.0011354,              0.0011354
                    169,                0.29955,                0.28151,                 1.1066,                0.32413,                 0.3244,                0.32768,                0.32505,                0.26911,                0.26969,                0.89553,              0.0011337,              0.0011337,              0.0011337
                    170,                0.29676,                0.28755,                  1.087,                0.32173,                0.32505,                0.32759,                0.32463,                0.19745,                0.26644,                 0.8625,              0.0011319,              0.0011319,              0.0011319
                    171,                0.30253,                0.30595,                 1.0966,                0.32297,                0.32505,                0.32914,                0.32578,                0.23172,                0.25817,                0.87129,              0.0011301,              0.0011301,              0.0011301
                    172,                0.28853,                0.30882,                 1.0704,                0.32322,                0.32505,                0.32958,                0.32689,                0.21323,                0.27877,                0.86257,              0.0011284,              0.0011284,              0.0011284
                    173,                0.28487,                0.28339,                 1.0967,                0.32442,                 0.3232,                0.32884,                0.32529,                0.19909,                0.23963,                  0.879,              0.0011266,              0.0011266,              0.0011266
                    174,                0.28612,                0.28889,                 1.0645,                0.32376,                0.32413,                0.32915,                0.32593,                0.18671,                0.21305,                 0.8638,              0.0011248,              0.0011248,              0.0011248
                    175,                 0.3057,                0.30814,                  1.085,                0.32683,                0.32404,                0.32987,                0.32584,                 0.2224,                0.28254,                  0.864,              0.0011231,              0.0011231,              0.0011231
                    176,                0.30437,                0.30311,                 1.1001,                0.32503,                0.32413,                 0.3272,                0.32489,                 0.1866,                0.21166,                0.85251,              0.0011213,              0.0011213,              0.0011213
                    177,                 0.2838,                0.28526,                 1.0878,                0.32444,                0.32413,                0.32951,                0.32611,                0.18638,                0.19368,                 0.8572,              0.0011195,              0.0011195,              0.0011195
                    178,                0.30385,                0.29289,                 1.1037,                 0.6577,                0.32413,                0.32781,                0.32451,                0.21152,                0.22869,                0.87249,              0.0011178,              0.0011178,              0.0011178
                    179,                0.39361,                0.35809,                 1.1178,                0.65748,                  0.325,                0.34737,                0.32609,                 0.6508,                0.56921,                 1.0427,               0.001116,               0.001116,               0.001116
                    180,                0.49293,                0.45466,                 1.1439,                 0.4851,                0.65727,                0.62369,                0.43053,                0.62107,                0.40135,                0.99945,              0.0011142,              0.0011142,              0.0011142
                    181,                0.52254,                0.41371,                 1.1334,                0.61076,                0.63424,                0.63463,                0.47475,                0.52215,                0.37546,                 1.0004,              0.0011125,              0.0011125,              0.0011125
                    182,                 0.5301,                0.40825,                 1.1319,                0.64655,                0.65381,                0.65284,                0.49378,                0.53157,                 0.3604,                0.94171,              0.0011107,              0.0011107,              0.0011107
                    183,                0.49559,                  0.381,                 1.0983,                0.64715,                0.65745,                0.65468,                0.49855,                0.56706,                0.41221,                0.94991,              0.0011089,              0.0011089,              0.0011089
                    184,                 0.5248,                0.40192,                 1.0835,                0.64634,                0.65652,                0.65412,                0.47218,                0.64017,                 0.3982,                0.97672,              0.0011072,              0.0011072,              0.0011072
                    185,                 0.5117,                0.37076,                 1.0671,                0.64788,                0.65652,                0.65491,                0.50704,                0.61148,                0.39785,                0.92976,              0.0011054,              0.0011054,              0.0011054
                    186,                0.51867,                0.38657,                  1.079,                0.64844,                0.65838,                0.65592,                0.51627,                 0.6321,                0.37233,                0.93431,              0.0011036,              0.0011036,              0.0011036
                    187,                0.52118,                0.39051,                 1.0845,                0.64792,                0.65745,                0.65815,                0.51744,                0.64705,                 0.3664,                0.93151,              0.0011018,              0.0011018,              0.0011018
                    188,                0.50528,                0.37189,                 1.0503,                0.65039,                0.65806,                0.65367,                0.52166,                0.59643,                0.41848,                0.96064,              0.0011001,              0.0011001,              0.0011001
                    189,                0.49531,                0.38566,                 1.0664,                0.64737,                0.65745,                0.65963,                0.52441,                0.63592,                0.38975,                0.92807,              0.0010983,              0.0010983,              0.0010983
                    190,                0.50438,                0.37601,                 1.0384,                0.64848,                0.65838,                0.65896,                0.51723,                0.61751,                0.37626,                 0.9179,              0.0010965,              0.0010965,              0.0010965
                    191,                0.51481,                 0.3722,                 1.0672,                0.64895,                0.65838,                0.66055,                0.52877,                0.62047,                0.36737,                 0.9212,              0.0010948,              0.0010948,              0.0010948
                    192,                0.52647,                0.39473,                 1.0622,                0.64686,                0.65745,                0.65684,                 0.5066,                0.66904,                0.38706,                0.96089,               0.001093,               0.001093,               0.001093
                    193,                 0.5533,                0.41117,                 1.0904,                0.98179,                0.65838,                0.65799,                0.53378,                0.64205,                0.36493,                0.92501,              0.0010912,              0.0010912,              0.0010912
                    194,                0.52922,                0.39819,                 1.0546,                0.98399,                0.65838,                0.65989,                0.52985,                  0.609,                0.36951,                0.91173,              0.0010895,              0.0010895,              0.0010895
                    195,                0.51238,                0.37101,                 1.0491,                0.98359,                0.65746,                0.65982,                0.53043,                0.63638,                0.34384,                0.91655,              0.0010877,              0.0010877,              0.0010877
                    196,                0.50155,                 0.3705,                  1.054,                0.98387,                0.65746,                0.65758,                0.52796,                0.62159,                0.36314,                 0.9155,              0.0010859,              0.0010859,              0.0010859
                    197,                0.52573,                0.37377,                 1.0702,                0.97945,                0.65652,                0.66059,                0.51059,                 0.6328,                0.36768,                0.91422,              0.0010842,              0.0010842,              0.0010842
                    198,                0.51804,                 0.3616,                 1.0478,                0.98207,                0.65838,                0.65916,                0.51312,                0.61285,                0.38335,                 0.9109,              0.0010824,              0.0010824,              0.0010824
                    199,                0.54083,                0.38758,                 1.0494,                 0.9826,                0.65717,                0.65933,                0.51532,                0.61962,                0.36731,                0.91669,              0.0010806,              0.0010806,              0.0010806
                    200,                0.52501,                0.37546,                 1.0634,                0.98496,                0.65745,                0.65804,                0.51864,                0.64766,                0.37271,                 0.9312,              0.0010789,              0.0010789,              0.0010789
                    201,                0.52249,                0.36799,                 1.0572,                0.98207,                0.65838,                0.65858,                0.53471,                0.61004,                0.36506,                0.91508,              0.0010771,              0.0010771,              0.0010771
                    202,                0.53163,                0.38048,                 1.0547,                0.98297,                0.65794,                0.65604,                 0.5225,                0.65019,                0.41267,                0.93918,              0.0010753,              0.0010753,              0.0010753
                    203,                0.51504,                0.35802,                  1.058,                0.98593,                0.65762,                0.65982,                0.53181,                0.60472,                0.40196,                0.90887,              0.0010736,              0.0010736,              0.0010736
                    204,                0.52188,                 0.3623,                 1.0399,                0.98241,                0.65838,                0.65847,                0.53189,                0.62709,                0.35465,                0.91135,              0.0010718,              0.0010718,              0.0010718
                    205,                 0.5273,                0.37277,                 1.0372,                0.98289,                0.65838,                0.65622,                0.52922,                0.67712,                0.38363,                0.94198,                0.00107,                0.00107,                0.00107
                    206,                0.53136,                0.37186,                 1.0456,                0.98295,                0.65838,                0.65809,                0.53525,                 0.6241,                0.36804,                0.92131,              0.0010682,              0.0010682,              0.0010682
                    207,                0.53914,                0.37413,                 1.0372,                0.98225,                0.65838,                0.66026,                0.52572,                 0.6126,                0.38995,                0.91246,              0.0010665,              0.0010665,              0.0010665
                    208,                0.53218,                0.38563,                 1.0558,                0.98215,                0.65838,                0.65983,                0.53033,                0.61247,                0.38387,                 0.9098,              0.0010647,              0.0010647,              0.0010647
                    209,                0.53352,                0.37794,                 1.0617,                0.98296,                0.65838,                 0.6591,                0.52466,                0.62464,                0.36108,                0.90654,              0.0010629,              0.0010629,              0.0010629
                    210,                0.52912,                0.35424,                 1.0453,                0.98493,                0.65838,                0.65965,                0.53186,                0.62665,                0.35159,                0.90788,              0.0010612,              0.0010612,              0.0010612
                    211,                0.54967,                 0.3876,                 1.0509,                0.98212,                0.65838,                0.65841,                0.53232,                0.65214,                0.37579,                0.93419,              0.0010594,              0.0010594,              0.0010594
                    212,                0.49844,                0.36887,                 1.0285,                0.98127,                0.65838,                 0.6586,                0.54142,                0.64685,                0.42143,                 0.9327,              0.0010576,              0.0010576,              0.0010576
                    213,                0.53193,                0.37071,                 1.0247,                 0.9846,                0.65838,                0.66014,                0.53274,                0.66288,                0.39191,                0.91343,              0.0010559,              0.0010559,              0.0010559
                    214,                0.54894,                0.38783,                 1.0307,                 0.9833,                0.65838,                0.66077,                0.53548,                0.64965,                0.37626,                0.92263,              0.0010541,              0.0010541,              0.0010541
                    215,                0.52308,                0.37055,                 1.0202,                 0.9848,                0.65746,                0.66068,                0.53463,                0.61864,                 0.3833,                0.91214,              0.0010523,              0.0010523,              0.0010523
                    216,                0.51713,                0.35471,                 1.0119,                0.98211,                0.65838,                0.65954,                0.52769,                 0.6573,                0.38593,                0.91595,              0.0010506,              0.0010506,              0.0010506
                    217,                0.53045,                 0.3859,                  1.037,                0.98148,                0.65838,                0.66049,                0.52906,                0.64636,                0.39941,                 0.9284,              0.0010488,              0.0010488,              0.0010488
                    218,                0.54001,                0.38756,                 1.0221,                0.98173,                0.65838,                0.65959,                0.52733,                0.63154,                0.36501,                0.91407,               0.001047,               0.001047,               0.001047
                    219,                0.52937,                0.36231,                  1.032,                0.98125,                0.65652,                0.65631,                0.51145,                 0.6727,                0.38683,                0.91721,              0.0010453,              0.0010453,              0.0010453
                    220,                0.53346,                0.38952,                 1.0385,                0.98222,                0.65745,                 0.6589,                0.52378,                 0.6535,                0.40724,                0.94636,              0.0010435,              0.0010435,              0.0010435
                    221,                0.54083,                0.38821,                 1.0252,                0.82924,                0.68728,                0.71786,                0.54024,                0.69451,                 0.4117,                0.92106,              0.0010417,              0.0010417,              0.0010417
                    222,                0.53869,                0.37737,                 1.0182,                0.76377,                 0.7977,                0.76563,                0.56641,                0.68421,                0.40222,                0.91198,                0.00104,                0.00104,                0.00104
                    223,                0.56541,                0.39217,                 1.0304,                0.86684,                0.79357,                0.81783,                0.57852,                0.68763,                0.39017,                0.93034,              0.0010382,              0.0010382,              0.0010382
                    224,                0.57102,                0.39642,                 1.0373,                0.90362,                0.85343,                0.85897,                0.58914,                 0.6868,                0.37941,                0.90961,              0.0010364,              0.0010364,              0.0010364
                    225,                0.56257,                 0.3805,                 1.0249,                0.91859,                0.85755,                0.86468,                0.59769,                0.68008,                0.35487,                0.91078,              0.0010346,              0.0010346,              0.0010346
                    226,                 0.5652,                0.39129,                 1.0363,                0.90139,                0.85399,                0.84135,                0.58788,                0.66238,                 0.3745,                0.90554,              0.0010329,              0.0010329,              0.0010329
                    227,                0.56547,                0.36695,                 1.0414,                0.93731,                0.86168,                 0.8764,                0.60658,                0.66661,                0.35202,                0.90798,              0.0010311,              0.0010311,              0.0010311
                    228,                0.57584,                0.38267,                  1.011,                0.89364,                0.85136,                0.83978,                0.57719,                0.68038,                0.41931,                0.91326,              0.0010293,              0.0010293,              0.0010293
                    229,                0.55085,                0.38456,                 1.0008,                0.93976,                0.87716,                0.89603,                0.62167,                 0.6586,                0.36182,                0.90757,              0.0010276,              0.0010276,              0.0010276
                    230,                0.55662,                 0.3728,                  1.023,                0.94667,                0.88072,                0.89329,                0.61653,                0.64655,                0.36406,                0.90082,              0.0010258,              0.0010258,              0.0010258
                    231,                0.56385,                0.37315,                 1.0244,                0.93529,                0.88026,                0.89541,                0.61872,                0.69636,                0.36768,                0.90592,               0.001024,               0.001024,               0.001024
                    232,                 0.5725,                 0.3757,                 1.0257,                0.95324,                 0.8876,                0.90617,                0.61687,                0.66694,                0.38041,                0.90488,              0.0010223,              0.0010223,              0.0010223
                    233,                0.54625,                0.37114,                 1.0088,                 0.9527,                0.90136,                0.91331,                 0.6321,                0.65365,                0.36525,                0.90356,              0.0010205,              0.0010205,              0.0010205
                    234,                0.54824,                0.36387,                 1.0313,                0.95612,                0.89069,                0.90701,                0.62026,                 0.6568,                 0.3559,                0.89988,              0.0010187,              0.0010187,              0.0010187
                    235,                0.55025,                0.36677,                 1.0241,                0.92828,                0.88139,                0.89415,                0.58561,                0.72976,                0.35818,                0.91046,               0.001017,               0.001017,               0.001017
                    236,                0.56393,                  0.387,                 1.0276,                0.93882,                0.89471,                  0.903,                0.62877,                 0.6702,                0.35421,                0.90465,              0.0010152,              0.0010152,              0.0010152
                    237,                0.56375,                0.37285,                 1.0309,                0.91937,                0.87819,                0.89468,                0.60279,                0.75415,                 0.3651,                0.93254,              0.0010134,              0.0010134,              0.0010134
                    238,                0.55856,                0.37668,                 1.0288,                 0.9495,                0.90193,                0.91001,                0.61561,                0.66996,                0.35805,                0.91048,              0.0010117,              0.0010117,              0.0010117
                    239,                0.55537,                0.38663,                 1.0069,                0.95285,                0.90317,                0.91258,                0.62222,                 0.6627,                0.33859,                0.90527,              0.0010099,              0.0010099,              0.0010099
                    240,                0.59181,                0.39374,                  1.041,                0.94522,                0.90709,                0.92599,                 0.6386,                0.68398,                0.35382,                0.90857,              0.0010081,              0.0010081,              0.0010081
                    241,                0.57745,                0.36946,                 1.0173,                0.94144,                0.90087,                 0.9151,                0.63209,                0.65327,                0.36161,                0.90084,              0.0010064,              0.0010064,              0.0010064
                    242,                0.55383,                0.35877,                 1.0113,                0.94629,                0.89987,                0.91443,                0.62376,                0.68216,                0.36922,                0.90255,              0.0010046,              0.0010046,              0.0010046
                    243,                0.55525,                0.37872,                  1.027,                0.92935,                0.89264,                0.90583,                0.61285,                0.71243,                0.37619,                0.91393,              0.0010028,              0.0010028,              0.0010028
                    244,                0.56199,                0.35762,                 1.0228,                 0.9124,                0.89736,                0.87596,                0.58908,                0.70412,                0.37435,                0.90375,              0.0010011,              0.0010011,              0.0010011
                    245,                0.54177,                0.36824,                 1.0277,                0.94416,                0.89987,                0.90927,                0.60995,                0.71109,                0.42096,                0.91183,             0.00099928,             0.00099928,             0.00099928
                    246,                0.54959,                0.36419,                 1.0199,                0.91473,                0.88542,                0.87165,                0.58583,                0.73831,                0.40034,                0.91521,             0.00099751,             0.00099751,             0.00099751
                    247,                0.54723,                0.36458,                 1.0199,                0.95535,                0.91223,                0.93262,                0.63443,                0.71592,                0.37943,                0.93291,             0.00099575,             0.00099575,             0.00099575
                    248,                0.55787,                0.36384,                 1.0179,                0.96042,                0.90975,                0.93086,                0.64498,                 0.6791,                0.39258,                0.90903,             0.00099398,             0.00099398,             0.00099398
                    249,                0.55129,                0.37212,                 1.0192,                0.94396,                0.90823,                0.91438,                0.61993,                0.69386,                0.38753,                0.90356,             0.00099221,             0.00099221,             0.00099221
                    250,                0.55112,                0.36337,                  1.013,                0.95877,                 0.9115,                0.93102,                0.63911,                0.67398,                0.35453,                0.90363,             0.00099044,             0.00099044,             0.00099044
                    251,                0.55691,                 0.3602,                 1.0304,                0.91567,                0.87943,                0.87351,                0.56346,                 0.7945,                0.36334,                0.92207,             0.00098867,             0.00098867,             0.00098867
                    252,                0.58201,                0.36241,                 1.0294,                0.92246,                0.89078,                0.89084,                0.58067,                0.71851,                 0.3692,                0.91116,              0.0009869,              0.0009869,              0.0009869
                    253,                0.55572,                0.36353,                 1.0141,                0.94725,                0.90812,                0.92701,                0.63025,                0.70069,                0.35949,                0.91063,             0.00098513,             0.00098513,             0.00098513
                    254,                0.55655,                0.36626,                 1.0284,                0.92756,                0.90306,                0.90604,                0.58216,                0.71525,                0.35696,                0.91226,             0.00098337,             0.00098337,             0.00098337
                    255,                0.56541,                 0.3706,                 1.0106,                0.93504,                0.89398,                0.90751,                0.58225,                 0.7457,                0.37417,                0.91856,              0.0009816,              0.0009816,              0.0009816
                    256,                0.53972,                  0.357,                 1.0007,                0.94336,                0.92056,                0.92755,                0.62239,                0.70368,                0.35518,                0.91587,             0.00097983,             0.00097983,             0.00097983
                    257,                0.57147,                0.37441,                 1.0259,                0.95525,                0.93197,                0.94223,                0.65004,                0.67531,                0.35326,                0.89933,             0.00097806,             0.00097806,             0.00097806
                    258,                0.52753,                0.35305,                   1.02,                0.92579,                0.90127,                0.89641,                0.59116,                0.68232,                 0.3774,                0.90835,             0.00097629,             0.00097629,             0.00097629
                    259,                0.56717,                0.37503,                 1.0216,                0.94375,                0.91464,                0.92634,                0.61733,                0.69574,                 0.3583,                0.90888,             0.00097452,             0.00097452,             0.00097452
                    260,                0.55852,                0.36278,                 1.0112,                0.94302,                0.92463,                0.93129,                0.64675,                0.66288,                0.33959,                0.90137,             0.00097276,             0.00097276,             0.00097276
                    261,                0.53473,                0.34444,                 1.0046,                0.94757,                0.93317,                0.93748,                0.64318,                0.64853,                0.33885,                0.90037,             0.00097099,             0.00097099,             0.00097099
                    262,                0.55831,                0.37915,                 1.0252,                0.92751,                0.91122,                0.90709,                0.60981,                0.72666,                0.39504,                0.91052,             0.00096922,             0.00096922,             0.00096922
                    263,                0.56432,                0.36126,                 1.0068,                0.95372,                0.92899,                0.94765,                0.65062,                0.68432,                0.38708,                0.90532,             0.00096745,             0.00096745,             0.00096745
                    264,                0.57336,                 0.3672,                  1.007,                 0.9454,                0.92773,                 0.9378,                0.64249,                0.69217,                0.35962,                0.90089,             0.00096568,             0.00096568,             0.00096568
                    265,                0.55568,                0.34963,                 1.0083,                0.95372,                 0.9267,                0.93732,                0.64616,                 0.7001,                0.37185,                0.90168,             0.00096391,             0.00096391,             0.00096391
                    266,                0.56097,                 0.3569,                 1.0139,                0.94345,                0.92061,                0.92399,                0.62593,                0.70709,                0.35797,                0.93123,             0.00096215,             0.00096215,             0.00096215
                    267,                0.55061,                0.35567,                 1.0146,                 0.9419,                 0.9221,                0.92902,                 0.6195,                0.72108,                0.38585,                0.91294,             0.00096038,             0.00096038,             0.00096038
                    268,                0.56216,                0.35424,                 1.0188,                0.96048,                0.93844,                0.94793,                0.65487,                 0.6659,                0.37514,                 0.9021,             0.00095861,             0.00095861,             0.00095861
                    269,                0.55669,                0.34734,                 1.0128,                0.95343,                0.93392,                0.93859,                0.64328,                0.69889,                0.35955,                0.90585,             0.00095684,             0.00095684,             0.00095684
                    270,                0.54444,                0.35578,                 1.0138,                0.90935,                0.89213,                0.87326,                0.54965,                0.82313,                0.39949,                0.92983,             0.00095507,             0.00095507,             0.00095507
                    271,                0.56266,                 0.3622,                 1.0179,                0.95185,                0.92382,                0.93453,                0.63781,                0.68307,                0.36826,                  0.901,              0.0009533,              0.0009533,              0.0009533
                    272,                0.55735,                0.34338,                 1.0127,                0.94597,                0.92979,                 0.9381,                0.64347,                0.69555,                0.35689,                0.90554,             0.00095154,             0.00095154,             0.00095154
                    273,                0.53887,                0.34796,                 1.0103,                0.95961,                0.93253,                0.94493,                0.65078,                0.68726,                0.35279,                0.90135,             0.00094977,             0.00094977,             0.00094977
                    274,                0.54365,                0.34878,                 1.0094,                0.95743,                0.92886,                0.94633,                0.65495,                0.68747,                0.36201,                0.91482,               0.000948,               0.000948,               0.000948
                    275,                0.55335,                0.35083,                 1.0106,                0.94052,                0.91658,                0.92387,                0.60734,                0.77829,                0.38652,                 0.9178,             0.00094623,             0.00094623,             0.00094623
                    276,                0.55018,                0.34684,                0.99795,                0.95848,                0.93392,                0.94751,                0.66988,                0.64609,                 0.3457,                0.89576,             0.00094446,             0.00094446,             0.00094446
                    277,                0.52711,                0.33446,                 1.0077,                0.95145,                0.92371,                0.94001,                0.62409,                0.72546,                0.35826,                0.91359,             0.00094269,             0.00094269,             0.00094269
                    278,                0.54402,                0.34136,                0.98911,                0.95905,                  0.933,                0.94636,                0.65035,                0.68288,                0.35017,                0.91609,             0.00094093,             0.00094093,             0.00094093
                    279,                0.55506,                0.37209,                 1.0212,                0.95916,                  0.933,                0.94462,                0.65491,                0.65058,                0.33638,                0.90999,             0.00093916,             0.00093916,             0.00093916
                    280,                0.54892,                0.34059,                 1.0148,                0.95825,                0.93579,                0.95238,                0.65146,                 0.6743,                0.35184,                0.89879,             0.00093739,             0.00093739,             0.00093739
                    281,                0.55964,                0.35666,                 1.0065,                0.95514,                0.93663,                0.94118,                0.64323,                0.69193,                0.36488,                0.90837,             0.00093562,             0.00093562,             0.00093562
                    282,                 0.5508,                0.36576,                 1.0118,                0.94843,                0.93908,                0.94652,                0.65059,                0.64149,                0.34493,                 0.8933,             0.00093385,             0.00093385,             0.00093385
                    283,                0.52838,                 0.3474,                0.99814,                0.95634,                0.93816,                0.94716,                0.65386,                0.65438,                0.35668,                0.91344,             0.00093208,             0.00093208,             0.00093208
                    284,                0.53812,                0.35785,                 1.0085,                 0.9524,                0.93886,                0.95033,                0.66352,                0.68643,                0.34787,                0.91764,             0.00093031,             0.00093031,             0.00093031
                    285,                0.55102,                0.34923,                 1.0126,                0.91769,                0.91055,                0.90022,                0.58705,                0.76867,                0.36256,                0.91298,             0.00092855,             0.00092855,             0.00092855
                    286,                0.54692,                0.35116,                 1.0001,                0.94897,                0.94516,                0.94395,                0.64506,                0.69517,                0.35561,                0.90967,             0.00092678,             0.00092678,             0.00092678
                    287,                0.54671,                0.36414,                 1.0078,                0.94804,                0.93392,                0.94906,                0.66113,                0.64922,                0.36767,                0.89429,             0.00092501,             0.00092501,             0.00092501
                    288,                0.54877,                0.35423,                0.99893,                0.94928,                0.94065,                0.95323,                0.65698,                 0.6694,                0.33477,                0.89942,             0.00092324,             0.00092324,             0.00092324
                    289,                 0.5425,                0.35505,                 1.0016,                0.94862,                0.94126,                0.94638,                0.66242,                0.65754,                0.35714,                0.90035,             0.00092147,             0.00092147,             0.00092147
                    290,                0.54158,                0.34247,                0.99544,                0.94349,                0.93702,                0.94121,                0.65054,                0.67988,                0.33231,                0.89595,              0.0009197,              0.0009197,              0.0009197
                    291,                0.57137,                0.36447,                 1.0133,                0.96025,                0.93123,                0.95017,                0.66078,                0.66201,                0.34138,                0.89755,             0.00091794,             0.00091794,             0.00091794
                    292,                0.52066,                0.33603,                0.98283,                0.95737,                0.94218,                 0.9574,                0.66663,                0.66585,                0.33909,                 0.8992,             0.00091617,             0.00091617,             0.00091617
                    293,                0.52895,                0.33759,                 1.0019,                0.94857,                0.94081,                0.94197,                0.63648,                0.70064,                0.36007,                0.90607,              0.0009144,              0.0009144,              0.0009144
                    294,                 0.5631,                0.36645,                0.99433,                0.93751,                0.93919,                0.93956,                0.63052,                0.69988,                0.33224,                0.90139,             0.00091263,             0.00091263,             0.00091263
                    295,                0.55785,                0.34465,                 1.0048,                0.94779,                 0.9387,                0.95393,                0.65786,                0.68898,                 0.3221,                0.90329,             0.00091086,             0.00091086,             0.00091086
